label,precision,recall,f1-score,support
T1040_6881a4589710d53f0c146e91db513f01_B,0.0,0.0,0.0,1.0
T1204.002_522f3f35cd013e63830fa555495a0081_I,0.0,0.0,0.0,10.0
T1204.002_522f3f35cd013e63830fa555495a0081_B,0.0,0.0,0.0,2.0
T1083_52177cc1-b9ab-4411-ac21-2eadc4b5d3b8_B,0.0,0.0,0.0,1.0
T1040_6881a4589710d53f0c146e91db513f01_I,0.0,0.0,0.0,5.0
T1057_b2a1e430ca6d36eb5af2fe666e769847_B,0.0,0.0,0.0,1.0
T1003.002_5a484b65c247675e3b7ada4ba648d376_B,0.0,0.0,0.0,1.0
T1490_c156ac5c9fa67080365268d95f29053d_B,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a_B,0.0,0.0,0.0,1.0
T1083_52177cc1-b9ab-4411-ac21-2eadc4b5d3b8_I,0.0,0.0,0.0,20.0
T1003.002_5a484b65c247675e3b7ada4ba648d376_I,0.0,0.0,0.0,5.0
O,1.0,0.00037707479514233395,0.0007538653266710485,424319.0
T1562.002_6a8d25d65a7d481dc479f89c62af1e6a_B,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a_I,0.0,0.0,0.0,8.0
micro avg,0.09345794392523364,0.0003770241483967048,0.0007510185689341169,424376.0
macro avg,0.07142857142857142,2.693391393873814e-05,5.3847523333646324e-05,424376.0
weighted avg,0.9998656851471337,0.0003770241483967048,0.0007537640713606156,424376.0
