label,precision,recall,f1-score,support
T1059.001_6efbccc1869e8cd618c0d3ecda407d5f_I,0.0,0.0,0.0,10.0
T1059.001_6efbccc1869e8cd618c0d3ecda407d5f_B,0.0,0.0,0.0,1.0
T1204.002_522f3f35cd013e63830fa555495a0081_B,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a_B,0.0,0.0,0.0,1.0
O,1.0,8.032020990348189e-05,0.000160627518170988,298804.0
T1566.001_1afaec09315ab71fdfb167175e8a019a_I,0.0,0.0,0.0,8.0
micro avg,0.008146639511201629,8.031456538107588e-05,0.00015906100983858622,298825.0
macro avg,0.16666666666666666,1.3386701650580314e-05,2.6771253028497997e-05,298825.0
weighted avg,0.9999297247552915,8.031456538107589e-05,0.00016061623003284163,298825.0
