label,precision,recall,f1-score,support
T1204.002_522f3f35cd013e63830fa555495a0081_B,0.0,0.0,0.0,1.0
T1071.001_24c3b7b004401d839a5c337201da3484_I,0.0,0.0,0.0,12.0
T1071.001_24c3b7b004401d839a5c337201da3484_B,0.0,0.0,0.0,1.0
T1566.001_1afaec09315ab71fdfb167175e8a019a_B,0.0,0.0,0.0,1.0
O,1.0,0.0005125281108196452,0.001024531120639553,3451518.0
T1566.001_1afaec09315ab71fdfb167175e8a019a_I,0.0,0.0,0.0,8.0
micro avg,1.0,0.0005125246954910865,0.0010245242969788406,3451541.0
macro avg,0.16666666666666666,8.54213518032742e-05,0.00017075518677325883,3451541.0
weighted avg,0.9999933363097816,0.0005125246954910865,0.001024524293481546,3451541.0
